id,codigo,nome,uf
4507,210910,PRESIDENTE DUTRA,MA
4508,210920,PRESIDENTE JUSCELINO,MA
4509,210927,PRESIDENTE SARNEY,MA
4510,210940,PRIMEIRA CRUZ,MA
4511,210970,SAMBAIBA,MA
4512,211000,SANTA LUZIA,MA
4513,211003,SANTA LUZIA DO PARUA,MA
4514,211020,SANTA RITA,MA
4515,211023,SANTANA DO MARANHAO,MA
4516,211030,SANTO ANTONIO DOS LOPES,MA
4517,211040,SAO BENEDITO DO RIO PRETO,MA
4518,211060,SAO BERNARDO,MA
4527,210010,AFONSO CUNHA,MA
4528,210030,ALDEIAS ALTAS,MA
4529,210050,ALTO PARNAIBA,MA
4530,210070,ANAJATUBA,MA
4531,210090,ARAIOSES,MA
4532,210125,BACABEIRA,MA
4533,210177,BELA VISTA DO MARANHAO,MA
4534,210197,BOA VISTA DO GURUPI,MA
4535,210210,BREJO,MA
4536,210220,BURITI,MA
4537,210240,CAJAPIO,MA
4538,210260,CANDIDO MENDES,MA
4539,210280,CAROLINA,MA
4540,210325,CIDELANDIA,MA
4541,210380,DOM PEDRO,MA
4542,210408,FERNANDO FALCAO,MA
4543,210420,FORTUNA,MA
4544,210455,GOVERNADOR EDISON LOBAO,MA
4545,210470,GRACA ARANHA,MA
4546,210510,ICATU,MA
4547,210542,ITINGA DO MARANHAO,MA
4549,210560,JOSELANDIA,MA
4550,210592,LAGOA DO MATO,MA
4551,210600,LIMA CAMPOS,MA
4552,210630,MAGALHAES DE ALMEIDA,MA
4553,210640,MATA ROMA,MA
4554,210663,MATOES DO NORTE,MA
4555,210680,MIRINZAL,MA
4556,210720,NINA RODRIGUES,MA
4557,210740,OLHO D'AGUA DAS CUNHAS,MA
4558,210790,PASSAGEM FRANCA,MA
4559,210825,PEDRO DO ROSARIO,MA
4560,210880,PIRAPEMAS,MA
4561,210923,PRESIDENTE MEDICI,MA
4562,210960,ROSARIO,MA
4563,210975,SANTA FILOMENA DO MARANHAO,MA
4564,211027,SANTO AMARO DO MARANHAO,MA
4565,211065,SAO DOMINGOS DO AZEITAO,MA
4566,211090,SAO FRANCISCO DO MARANHAO,MA
4567,211125,SAO JOSE DOS BASILIOS,MA
4568,211157,SAO PEDRO DOS CRENTES,MA
4569,211174,SENADOR ALEXANDRE COSTA,MA
4570,211190,SUCUPIRA DO NORTE,MA
4571,211227,TUFILANDIA,MA
4572,211245,TURILANDIA,MA
5036,210232,BURITICUPU,MA
5037,210330,CODO,MA
5038,210540,ITAPECURU MIRIM,MA
5039,211220,TIMON,MA
